PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
7860;3,0000117389365184;2;0;2;8;0;
1254;18,000009844518353;12;0;12;1;0;
5572;49,000012338392054;34;1;32;10;1;
6983;11,500022209105696;17;1;7;18;0;
682;7,00002415716126;18;1;4;30;0;
8624;4,500006537766739;3;0;3;1;0;
2731;5,500017273748875;9;1;3;14;0;
2968;12,000006537766739;8;0;8;1;0;
2294;3,0000104094862934;2;0;2;9;0;
3023;6,000010409486293;4;0;4;9;0;
3437;28,500010407846656;19;0;19;10;0;
4286;31,500010409486293;21;0;21;9;1;
1208;25,000027144462518;30;1;16;22;0;
8460;37,000012338392054;26;1;24;10;1;
4054;1,5000065377667386;1;0;1;1;0;
8215;10,500009595973832;7;0;7;7;0;
2896;13,000200691258868;27;1;8;22;0;
3567;26,500017273748874;23;1;17;14;0;
1285;3,0000104094862934;2;0;2;9;0;
2271;22,500011738936518;15;0;15;8;0;
4919;12,000010409486293;8;0;8;9;0;
8562;18,000011738936518;12;0;12;8;0;
2872;22,500009595973832;15;0;15;7;0;
3448;27,000009844518353;18;0;18;1;0;
9451;16,500011738936518;11;0;11;8;0;
2745;22,50000899147377;15;0;15;9;0;
5067;13,500010407846656;9;0;9;10;0;
7759;25,500010409486293;17;0;17;9;0;
3096;12,000012439511297;8;0;8;2;0;
9446;28,000027144462518;32;1;18;22;0;
5441;1,5000089914737693;1;0;1;9;0;
8237;1,5000117389365184;1;0;1;8;0;
6240;6,000012342190323;4;0;4;1;0;
1857;28,500010407846656;19;0;19;10;0;
6646;12,000011738936518;8;0;8;8;0;
8862;1,1738936518337542E-5;0;0;0;8;0;
5514;1,0000731199524504;9;1;0;11;0;
56;12,000012439511297;8;0;8;2;0;
7354;16,500009844518353;11;0;11;1;0;
3958;14,828468043269488;31;2;8;32;0;
3116;1,0000144942967557;2;1;0;18;0;
1358;9,595973831724143E-6;0;0;0;7;0;
2529;23,500139592636497;34;1;15;21;0;
9304;4,500012342190323;3;0;3;1;0;
9800;10,500010409486293;7;0;7;9;0;
5291;11,500072978639588;12;1;7;8;0;
518;13,000027144462518;22;1;8;22;0;
3212;18,000012439511295;12;0;12;2;0;
7421;5,500017273748875;9;1;3;14;0;
8993;20,50002415716126;27;1;13;30;0;
4637;19,50000653776674;13;0;13;1;0;
6323;5,5001459572791775;16;1;3;16;0;
8335;13,500012342190324;9;0;9;1;0;
7122;18,00000899147377;12;0;12;9;0;
3751;23,500182446598973;32;1;15;20;0;
7544;7,000164201939075;19;1;4;18;0;
625;19,500009595973832;13;0;13;7;0;
7198;10,500006537766739;7;0;7;1;0;
203;3,0000098445183516;2;0;2;1;0;
1332;15,000009595973832;10;0;10;7;0;
