PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
7595;12,000119650831282;8;0;8;18;0;
9017;28,500010407846656;19;0;19;10;0;
107;27,00000653776674;18;0;18;1;0;
7093;10,500016652554649;7;0;7;16;0;
7591;7,500009870713643;5;0;5;8;0;
1615;9,000027366989846;6;0;6;3;0;
98;21,000009415258344;14;0;14;8;0;
6368;6,000010409486293;4;0;4;9;0;
5088;13,500012883819338;9;0;9;16;0;
7135;10,500009844518353;7;0;7;1;0;
6077;22,500009415258344;15;0;15;8;0;
1206;12,000026589073618;8;0;8;4;0;
2123;15,000029612140928;10;0;10;24;0;
8196;30,000012883819338;20;0;20;16;0;
9126;7,500018830516688;5;0;5;16;0;
8136;13,500006537766739;9;0;9;1;0;
6333;6,000012489415988;4;0;4;12;0;
1995;9,000010407846656;6;0;6;10;0;
2255;19,50001233768064;13;0;13;9;0;
7705;16,500024879022593;11;0;11;4;0;
3823;25,500014494296757;17;0;17;18;0;
9928;3,000027378116094;2;0;2;34;0;
563;18,00000653776674;12;0;12;1;0;
2704;12,000012489415987;8;0;8;12;0;
1697;9,000010409486293;6;0;6;9;0;
1625;15,000045611649742;10;0;10;5;0;
6299;16,500012987684332;11;0;11;13;0;
2065;9,000012987684332;6;0;6;13;0;
4346;1,2439511296362774E-5;0;0;0;2;0;
2964;24,000009844518353;16;0;16;1;0;
250;19,50011114203456;13;0;13;17;0;
2088;6,000012342190323;4;0;4;1;0;
2326;6,000020562801068;4;0;4;15;0;
5958;1,150833467779489E-5;0;0;0;9;0;
5373;12,000012883819338;8;0;8;16;0;
1598;19,500010407846656;13;0;13;10;0;
1404;57,00002897252659;38;0;38;29;1;
45;12,000012439511297;8;0;8;2;0;
3625;9,000012883819338;6;0;6;16;0;
2010;7,500027366989846;5;0;5;3;0;
1558;39,00001248941599;26;0;26;12;0;
6235;6,0000095959738315;4;0;4;7;0;
6084;1,2342190323095865E-5;0;0;0;1;0;
7650;9,415258343921675E-6;0;0;0;8;0;
1958;4,500018734123981;3;0;3;18;0;
4572;9,000026589073618;6;0;6;4;0;
7765;12,00001662315009;8;0;8;13;0;
956;1,6623150090148175E-5;0;0;0;13;0;
6715;22,50000899147377;15;0;15;9;0;
7686;6,000012342190323;4;0;4;1;0;
6806;10,500029141970638;7;0;7;28;0;
8655;2,736698984578242E-5;0;0;0;3;0;
1017;7,5000141228875155;5;0;5;12;0;
4275;12,000012987684332;8;0;8;13;0;
5152;21,00001329453681;14;0;14;2;0;
1735;21,000045764367172;14;0;14;7;0;
1768;31,500009844518353;21;0;21;1;0;
5262;21,000009844518353;14;0;14;1;0;
1661;3,0000098445183516;2;0;2;1;0;
583;7,500006537766739;5;0;5;1;0;
4553;9,000026974421308;6;0;6;27;0;
1831;33,00001329453681;22;0;22;2;0;
3410;2,5891960445784603E-5;0;0;0;22;0;
6340;18,000017821094257;12;0;12;13;0;
6590;21,000009870713644;14;0;14;8;0;
251;3,0000129876843333;2;0;2;13;0;
3715;12,000024879022593;8;0;8;4;0;
5928;12,000017715251591;8;0;8;22;0;
1560;6,537766738662418E-6;0;0;0;1;0;
2033;6,0000821009695375;4;0;4;9;0;
242;36,00001248941599;24;0;24;12;0;
2905;4,500027366989846;3;0;3;3;0;
6314;33,00015507960913;22;0;22;17;1;
5071;9,000009595973832;6;0;6;7;0;
6121;21,000010409486293;14;0;14;9;0;
4216;4,500037026570969;3;0;3;3;0;
756;3,0000104094862934;2;0;2;9;0;
4529;6,00001272270547;4;0;4;11;0;
7078;9,000009844518353;6;0;6;1;0;
3162;6,000032968737154;4;0;4;33;0;
3939;18,00001233768064;12;0;12;9;1;
8433;21,000017273748874;14;0;14;14;0;
1005;10,500019180557796;7;0;7;15;0;
4494;1,5000196623629989;1;0;1;17;0;
5331;25,500011508334676;17;0;17;9;0;
7378;21,000011738936518;14;0;14;8;0;
9131;22,500012883819338;15;0;15;16;0;
4710;18,000023304507877;12;0;12;17;0;
729;3,0000095959738315;2;0;2;7;0;
6334;16,5000164767021;11;0;11;14;0;
3713;10,500010407846656;7;0;7;10;0;
2006;3,0000370265709693;2;0;2;3;0;
7264;1,500012342190323;1;0;1;1;0;
8930;21,000012338392054;14;0;14;10;0;
2062;1,7715251590300933E-5;0;0;0;22;0;
465;6,000173324269023;4;0;4;19;0;
2857;28,500012883819338;19;0;19;16;0;
470;25,5000164767021;17;0;17;14;0;
6701;1,5000248790225927;1;0;1;4;0;
8349;19,500012439511295;13;0;13;2;0;
8943;16,500119650831284;11;0;11;18;0;
2626;25,500012439511295;17;0;17;2;0;
4000;25,50001771525159;17;0;17;22;0;
773;22,50001329453681;15;0;15;2;0;
3131;25,50000653776674;17;0;17;1;0;
